,publisher,has_gamepass_remediation,Unnamed: 2,momentum_mean,momentum_std,momentum_median,discovery_capture_mean,discovery_capture_std,discovery_capture_median,quality_retention_mean,quality_retention_std,quality_retention_median,rating_7_days_avg_mean,rating_7_days_avg_std,rating_7_days_avg_median,rating_30_days_avg_mean,rating_30_days_avg_std,rating_30_days_avg_median,rating_alltime_avg_mean,rating_alltime_avg_std,rating_alltime_avg_median,rating_7_days_count_mean,rating_7_days_count_std,rating_7_days_count_median,rating_30_days_count_mean,rating_30_days_count_std,rating_30_days_count_median,rating_alltime_count_mean,rating_alltime_count_std,rating_alltime_count_median,has_gamepass_remediation_sum,title_count,momentum_mean_baseline,discovery_capture_median_baseline,quality_retention_median_baseline,momentum_mean_diff_baseline,momentum_mean_diff_baseline_pct,discovery_capture_median_diff_baseline,discovery_capture_median_diff_baseline_pct,quality_retention_median_diff_baseline,quality_retention_median_diff_baseline_pct,momentum_lift,discovery_lift,quality_lift
396,Saber Interactive Inc.,True,63.64,,63.64,1.51,,1.51,0.2,,0.2,3.7,,3.7,4.1,,4.1,3.9,,3.9,7.0,,7.0,11.0,,11.0,463.0,,463.0,1.0,1.0,,63.64,1.51,0.2,,,-1.31,-86.75496688741721,3.5,1750.0,0.0,0.2,3.7
397,SadSquare Studio,False,50.0,,50.0,0.14,,0.14,0.1,,0.1,5.0,,5.0,4.0,,4.0,3.9,,3.9,4.0,,4.0,8.0,,8.0,2856.0,,2856.0,0.0,1.0,,50.0,0.14,0.1,,,-0.04000000000000001,-28.571428571428577,4.9,4900.0,0.0,-0.1,-5.0
398,Secret Mode,False,0.0,0.0,0.0,0.0,0.0,0.0,-1.65,4.031,-1.65,0.0,0.0,0.0,2.5,3.536,2.5,4.15,0.495,4.15,0.0,0.0,0.0,0.5,0.707,0.5,308.5,433.456,308.5,0.0,2.0,,0.0,0.0,-1.65,0.0,,-1.65,,1.65,-100.0,0.0,1.65,0.0
399,Sega,False,33.335,47.143,33.335,0.095,0.134,0.095,0.7,0.424,0.7,2.5,3.536,2.5,5.0,0.0,5.0,4.3,0.424,4.3,1.0,1.414,1.0,2.5,0.707,2.5,617.0,636.396,617.0,0.0,2.0,,33.34,0.1,0.7,13.802999999999997,41.400719856028786,0.6,599.9999999999999,1.8,257.14285714285717,-47.143,-0.7,-2.5
400,SeithCG,False,0.0,,0.0,0.0,,0.0,0.6,,0.6,0.0,,0.0,5.0,,5.0,4.4,,4.4,0.0,,0.0,1.0,,1.0,680.0,,680.0,0.0,1.0,,0.0,0.0,0.6,,,0.6,,-0.6,-100.0,0.0,-0.6,0.0
401,Serenity Forge,False,14.037,24.312,0.0,0.197,0.341,0.0,-1.567,2.54,-0.1,1.667,2.887,0.0,2.833,2.515,3.7,4.4,0.557,4.5,8.0,13.856,0.0,20.0,32.078,3.0,1582.0,2179.516,627.0,0.0,3.0,,14.04,0.0,-0.1,10.272000000000002,73.16239316239319,-1.567,,1.7670000000000001,-1767.0000000000002,-24.312,1.567,-1.667
402,Shin'en Multimedia GmbH,False,0.0,,0.0,0.0,,0.0,-3.8,,-3.8,0.0,,0.0,0.0,,0.0,3.8,,3.8,0.0,,0.0,0.0,,0.0,2412.0,,2412.0,0.0,1.0,,0.0,0.0,-3.8,,,-3.8,,3.8,-100.0,0.0,3.8,0.0
403,Shiro Games,True,27.08,,27.08,0.29,,0.29,-0.3,,-0.3,3.5,,3.5,3.3,,3.3,3.6,,3.6,13.0,,13.0,48.0,,48.0,4459.0,,4459.0,1.0,1.0,,27.08,0.29,-0.3,,,-0.59,-203.44827586206895,3.8,-1266.6666666666665,0.0,-0.3,3.5
404,Silver Lining Interactive,False,12.5,,12.5,0.07,,0.07,0.2,,0.2,3.0,,3.0,3.9,,3.9,3.7,,3.7,1.0,,1.0,8.0,,8.0,1528.0,,1528.0,0.0,1.0,,12.5,0.07,0.2,,,0.13,185.7142857142857,2.8,1399.9999999999998,0.0,-0.2,-3.0
405,Skookum Arts,False,0.0,,0.0,0.0,,0.0,-4.5,,-4.5,0.0,,0.0,0.0,,0.0,4.5,,4.5,0.0,,0.0,0.0,,0.0,2521.0,,2521.0,0.0,1.0,,0.0,0.0,-4.5,,,-4.5,,4.5,-100.0,0.0,4.5,0.0
406,Skunkape Games LLC,False,0.0,0.0,0.0,0.0,0.0,0.0,-2.25,3.606,-2.25,0.0,0.0,0.0,2.5,3.536,2.5,4.75,0.071,4.75,0.0,0.0,0.0,0.5,0.707,0.5,82.5,43.134,82.5,0.0,2.0,,0.0,0.0,-2.25,0.0,,-2.25,,2.25,-100.0,0.0,2.25,0.0
407,Skybound Games,False,36.363,55.298,9.09,0.04,0.04,0.04,-0.5,2.33,0.2,3.333,2.887,5.0,3.333,2.887,5.0,3.833,0.874,3.6,0.667,0.577,1.0,4.0,6.083,1.0,1623.667,1089.726,1237.0,0.0,3.0,,29.77,0.03,0.4,25.528000000000002,85.75075579442392,-0.53,-1766.6666666666667,2.9330000000000003,733.25,-52.047000000000004,0.8200000000000001,1.0670000000000002
408,Skybound Games,True,25.816,3.251,27.27,0.032,0.004,0.03,0.32,0.179,0.4,4.4,1.342,5.0,4.88,0.268,5.0,4.56,0.089,4.6,2.6,0.894,3.0,9.8,2.683,11.0,9020.8,3455.172,10566.0,5.0,5.0,,29.77,0.03,0.4,-26.519,-89.07961034598588,0.29000000000000004,966.6666666666667,4.0,1000.0,-52.047000000000004,0.8200000000000001,1.0670000000000002
409,Skystone Games Inc.,False,0.0,,0.0,0.0,,0.0,-3.6,,-3.6,0.0,,0.0,0.0,,0.0,3.6,,3.6,0.0,,0.0,0.0,,0.0,1138.0,,1138.0,0.0,1.0,,0.0,0.0,-3.6,,,-3.6,,3.6,-100.0,0.0,3.6,0.0
410,Slitherine Ltd.,False,0.0,0.0,0.0,0.0,0.0,0.0,-2.75,1.485,-2.75,0.0,0.0,0.0,0.5,0.707,0.5,3.25,0.778,3.25,0.0,0.0,0.0,0.5,0.707,0.5,328.0,156.978,328.0,0.0,2.0,,0.0,0.0,-2.75,0.0,,-2.75,,2.75,-100.0,0.0,2.75,0.0
411,"Sloclap, Kepler Interactive",True,19.61,,19.61,0.21,,0.21,-0.3,,-0.3,3.6,,3.6,3.6,,3.6,3.9,,3.9,10.0,,10.0,51.0,,51.0,4770.0,,4770.0,1.0,1.0,,19.61,0.21,-0.3,,,-0.51,-242.8571428571429,3.9,-1300.0,0.0,-0.3,3.6
412,Smilegate Entertainment,False,0.0,,0.0,0.0,,0.0,-2.6,,-2.6,0.0,,0.0,0.0,,0.0,2.6,,2.6,0.0,,0.0,0.0,,0.0,25.0,,25.0,0.0,1.0,,0.0,0.0,-2.6,,,-2.6,,2.6,-100.0,0.0,2.6,0.0
413,Snapshot Games Inc,True,0.0,,0.0,0.0,,0.0,0.8,,0.8,0.0,,0.0,3.8,,3.8,3.0,,3.0,0.0,,0.0,6.0,,6.0,2594.0,,2594.0,1.0,1.0,,0.0,0.0,0.8,,,0.8,,-0.8,-100.0,0.0,0.8,0.0
414,Snowcastle Games,False,0.0,,0.0,0.0,,0.0,-4.2,,-4.2,0.0,,0.0,0.0,,0.0,4.2,,4.2,0.0,,0.0,0.0,,0.0,261.0,,261.0,0.0,1.0,,0.0,0.0,-4.2,,,-4.2,,4.2,-100.0,0.0,4.2,0.0
415,Source Technology,False,0.0,,0.0,0.0,,0.0,-3.5,,-3.5,0.0,,0.0,0.0,,0.0,3.5,,3.5,0.0,,0.0,0.0,,0.0,59.0,,59.0,0.0,1.0,,0.0,0.0,-3.5,,,-3.5,,3.5,-100.0,0.0,3.5,0.0
416,Spike Chunsoft,False,6.667,11.547,0.0,0.013,0.023,0.0,0.7,0.1,0.7,1.667,2.887,0.0,5.0,0.0,5.0,4.3,0.1,4.3,0.333,0.577,0.0,2.667,2.082,2.0,1946.333,600.401,2227.0,0.0,3.0,,6.67,0.0,0.7,4.877000000000001,73.11844077961021,0.7,,0.9670000000000001,138.14285714285717,-11.547,-0.7,-1.667
417,"Spike Chunsoft Co., Ltd.",False,0.0,0.0,0.0,0.0,0.0,0.0,-1.05,2.899,-1.05,0.0,0.0,0.0,2.5,3.536,2.5,3.55,0.636,3.55,0.0,0.0,0.0,0.5,0.707,0.5,895.0,89.095,895.0,0.0,2.0,,0.0,0.0,-1.05,0.0,,-1.05,,1.05,-100.0,0.0,1.05,0.0
418,Square Enix,False,21.012,20.714,16.67,0.122,0.172,0.06,0.108,1.173,0.2,3.177,2.245,4.3,4.238,1.362,4.6,4.131,0.563,4.4,3.0,4.262,2.0,13.615,18.301,8.0,4169.231,6475.779,1610.0,0.0,13.0,,21.01,0.06,0.2,-0.2960000000000029,-1.4088529271775483,0.048,80.0,2.977,1488.4999999999998,-20.714,-0.108,-3.177
419,Square Enix LTD,False,7.14,,7.14,0.01,,0.01,-2.2,,-2.2,5.0,,5.0,2.0,,2.0,4.2,,4.2,1.0,,1.0,14.0,,14.0,12903.0,,12903.0,0.0,1.0,,7.14,0.01,-2.2,,,-2.21,-22100.0,7.2,-327.27272727272725,0.0,2.2,-5.0
420,Square Enix Ltd,False,17.39,,17.39,0.02,,0.02,1.2,,1.2,4.2,,4.2,4.1,,4.1,2.9,,2.9,4.0,,4.0,23.0,,23.0,19345.0,,19345.0,0.0,1.0,,17.39,0.02,1.2,,,1.18,5899.999999999999,3.0,250.0,0.0,-1.2,-4.2
421,Stardock Entertainment,False,0.0,0.0,0.0,0.0,0.0,0.0,-2.325,1.282,-2.65,0.0,0.0,0.0,0.75,1.5,0.0,3.075,0.492,3.1,0.0,0.0,0.0,0.25,0.5,0.0,184.5,50.639,177.5,0.0,4.0,,0.0,0.0,-2.65,0.0,,-2.325,,2.65,-100.0,0.0,2.325,0.0
422,Story Fort LLC,False,0.0,,0.0,0.0,,0.0,-2.6,,-2.6,0.0,,0.0,0.0,,0.0,2.6,,2.6,0.0,,0.0,0.0,,0.0,649.0,,649.0,0.0,1.0,,0.0,0.0,-2.6,,,-2.6,,2.6,-100.0,0.0,2.6,0.0
423,Strange Scaffold,False,0.0,,0.0,0.0,,0.0,-3.6,,-3.6,0.0,,0.0,0.0,,0.0,3.6,,3.6,0.0,,0.0,0.0,,0.0,764.0,,764.0,0.0,1.0,,0.0,0.0,-3.6,,,-3.6,,3.6,-100.0,0.0,3.6,0.0
424,Stray Bombay Company,False,100.0,,100.0,0.06,,0.06,-0.1,,-0.1,2.0,,2.0,2.0,,2.0,2.1,,2.1,1.0,,1.0,1.0,,1.0,1792.0,,1792.0,0.0,1.0,,100.0,0.06,-0.1,,,-0.16,-266.6666666666667,2.1,-2100.0,0.0,0.1,-2.0
425,Studio Doodal,False,0.0,,0.0,0.0,,0.0,-3.4,,-3.4,0.0,,0.0,0.0,,0.0,3.4,,3.4,0.0,,0.0,0.0,,0.0,673.0,,673.0,0.0,1.0,,0.0,0.0,-3.4,,,-3.4,,3.4,-100.0,0.0,3.4,0.0
426,Studio Inkyfox & Future Friends Games,False,0.0,,0.0,0.0,,0.0,-4.4,,-4.4,0.0,,0.0,0.0,,0.0,4.4,,4.4,0.0,,0.0,0.0,,0.0,3180.0,,3180.0,0.0,1.0,,0.0,0.0,-4.4,,,-4.4,,4.4,-100.0,0.0,4.4,0.0
427,Studio Wildcard,True,37.465,5.848,37.465,0.54,0.495,0.54,0.4,0.141,0.4,3.6,0.566,3.6,3.5,0.707,3.5,3.1,0.566,3.1,80.0,107.48,80.0,193.5,256.68,193.5,9864.0,10900.758,9864.0,2.0,2.0,,37.47,0.54,0.4,-31.622,-84.39284761142247,-0.14,-25.925925925925924,3.2,800.0,5.848,0.4,3.6
428,"StudioBando, Inc.",True,12.5,,12.5,0.91,,0.91,0.1,,0.1,2.0,,2.0,3.6,,3.6,3.5,,3.5,4.0,,4.0,32.0,,32.0,438.0,,438.0,1.0,1.0,,12.5,0.91,0.1,,,-0.81,-89.01098901098902,1.9,1899.9999999999995,0.0,0.1,2.0
429,Subset Games,False,50.0,70.711,50.0,0.265,0.375,0.265,-3.1,2.121,-3.1,1.5,2.121,1.5,1.5,2.121,1.5,4.6,0.0,4.6,0.5,0.707,0.5,0.5,0.707,0.5,353.5,232.638,353.5,0.0,2.0,,50.0,0.26,-3.1,20.711,41.422,-3.3600000000000003,-1292.3076923076924,4.6,-148.38709677419354,-70.711,3.1,-1.5
430,Supergiant Games,True,23.47,,23.47,0.18,,0.18,-0.4,,-0.4,4.0,,4.0,4.2,,4.2,4.6,,4.6,23.0,,23.0,98.0,,98.0,12465.0,,12465.0,1.0,1.0,,23.47,0.18,-0.4,,,-0.5800000000000001,-322.2222222222223,4.4,-1100.0,0.0,-0.4,4.0
431,System Era Softworks,True,18.18,,18.18,0.06,,0.06,-0.2,,-0.2,2.9,,2.9,3.7,,3.7,3.9,,3.9,12.0,,12.0,66.0,,66.0,21766.0,,21766.0,1.0,1.0,,18.18,0.06,-0.2,,,-0.26,-433.33333333333337,3.1,-1550.0,0.0,-0.2,2.9
432,THQ,False,32.714,34.243,28.57,0.28,0.379,0.15,-1.24,2.339,0.3,2.94,2.687,4.7,2.78,2.554,4.2,4.02,0.349,3.8,1.6,1.517,2.0,3.2,3.114,4.0,902.4,371.864,969.0,0.0,5.0,,37.65,0.17,0.5,-3.4069999999999965,-9.049136786188571,-1.41,-829.4117647058822,2.44,488.0,-34.243,2.34,2.06
433,THQ,True,50.0,0.0,50.0,0.17,0.0,0.17,1.1,0.0,1.1,5.0,0.0,5.0,5.0,0.0,5.0,3.9,0.0,3.9,1.0,0.0,1.0,2.0,0.0,2.0,574.0,0.0,574.0,2.0,2.0,,37.65,0.17,0.5,-37.65,-100.0,0.93,547.0588235294118,4.5,900.0,-34.243,2.34,2.06
434,THQ Inc.,False,33.335,47.143,33.335,0.125,0.177,0.125,0.15,0.919,0.15,2.25,3.182,2.25,4.1,0.849,4.1,3.95,0.071,3.95,1.0,1.414,1.0,2.5,0.707,2.5,837.0,63.64,837.0,0.0,2.0,,33.34,0.12,0.15,13.802999999999997,41.400719856028786,0.03,25.0,2.1,1400.0000000000002,-47.143,-0.15,-2.25
435,THQ Nordic,False,5.513,16.026,0.0,0.013,0.042,0.0,-0.969,2.123,0.1,0.577,1.629,0.0,2.796,2.156,3.6,3.765,0.515,3.75,0.192,0.634,0.0,2.654,3.187,1.0,1101.0,1134.411,757.0,0.0,26.0,,6.79,0.0,0.1,9.236,136.02356406480118,-0.969,,0.477,476.99999999999994,-16.026,1.4689999999999999,3.723
436,THQ Nordic,True,40.0,,40.0,0.22,,0.22,0.5,,0.5,4.3,,4.3,4.3,,4.3,3.8,,3.8,12.0,,12.0,30.0,,30.0,5556.0,,5556.0,1.0,1.0,,6.79,0.0,0.1,,,0.5,,4.2,4200.0,-16.026,1.4689999999999999,3.723
437,THQ Nordic GmbH,False,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,4.3,0.0,4.3,4.2,0.0,4.2,0.0,0.0,0.0,6.0,0.0,6.0,5224.0,0.0,5224.0,0.0,2.0,,0.0,0.0,0.1,0.0,,0.1,,-0.1,-100.0,0.0,-0.1,0.0
438,"THQ, Inc.",True,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,4.8,0.0,4.8,4.5,0.0,4.5,0.0,0.0,0.0,4.0,0.0,4.0,860.0,0.0,860.0,4.0,4.0,,0.0,0.0,0.3,0.0,,0.3,,-0.3,-100.0,0.0,0.3,0.0
439,Tactical Adventures,False,0.0,,0.0,0.0,,0.0,0.3,,0.3,0.0,,0.0,4.0,,4.0,3.7,,3.7,0.0,,0.0,1.0,,1.0,3219.0,,3219.0,0.0,1.0,,0.0,0.0,0.3,,,0.3,,-0.3,-100.0,0.0,-0.3,0.0
440,TaleWorlds Entertainment,False,30.0,,30.0,0.05,,0.05,0.6,,0.6,4.7,,4.7,4.9,,4.9,4.3,,4.3,3.0,,3.0,10.0,,10.0,5858.0,,5858.0,0.0,1.0,,22.88,0.31,0.1,,,0.29,93.54838709677419,4.6000000000000005,4600.0,0.0,-1.0,-1.4000000000000004
441,TaleWorlds Entertainment,True,15.77,,15.77,0.56,,0.56,-0.4,,-0.4,3.3,,3.3,3.5,,3.5,3.9,,3.9,56.0,,56.0,355.0,,355.0,10018.0,,10018.0,1.0,1.0,,22.88,0.31,0.1,,,-0.71,-229.0322580645161,3.1999999999999997,3199.9999999999995,0.0,-1.0,-1.4000000000000004
442,Team Cherry,True,25.26,,25.26,0.38,,0.38,0.0,,0.0,4.6,,4.6,4.7,,4.7,4.7,,4.7,97.0,,97.0,384.0,,384.0,25201.0,,25201.0,1.0,1.0,,25.26,0.38,0.0,,,-0.38,-100.0,4.6,,0.0,0.0,4.6
443,Team Reptile,False,0.0,,0.0,0.0,,0.0,1.1,,1.1,0.0,,0.0,5.0,,5.0,3.9,,3.9,0.0,,0.0,2.0,,2.0,767.0,,767.0,0.0,1.0,,0.0,0.0,1.1,,,1.1,,-1.1,-100.0,0.0,-1.1,0.0
444,Team17,False,21.794,29.957,0.0,0.04,0.045,0.0,-1.454,1.6,-1.0,0.462,0.519,0.0,2.238,1.473,2.7,3.692,0.531,3.7,0.462,0.519,0.0,2.077,1.32,3.0,773.923,478.811,1135.0,0.0,13.0,,21.01,0.04,-0.85,8.947,42.58448357924797,-1.494,-3735.0,1.312,-154.3529411764706,-13.398,1.654,2.4379999999999997
445,Team17,True,17.62,16.559,20.0,0.147,0.133,0.18,0.2,0.624,0.4,2.9,2.594,3.7,3.667,0.503,3.6,3.467,0.252,3.5,15.667,26.274,1.0,49.667,78.233,5.0,6615.333,9838.664,1332.0,3.0,3.0,,21.01,0.04,-0.85,-4.4510000000000005,-21.185149928605426,0.16,400.0,3.75,-441.1764705882353,-13.398,1.654,2.4379999999999997
446,Team17 ,False,0.0,,0.0,0.0,,0.0,0.8,,0.8,0.0,,0.0,5.0,,5.0,4.2,,4.2,0.0,,0.0,1.0,,1.0,1107.0,,1107.0,0.0,1.0,,0.0,0.0,0.8,,,0.8,,-0.8,-100.0,0.0,-0.8,0.0
447,Team17 Digital Ltd,False,15.555,23.117,0.0,0.025,0.036,0.0,-0.7,0.848,-0.7,0.6,1.298,0.0,3.447,0.866,3.5,4.147,0.362,4.0,0.333,0.488,0.0,3.0,1.195,4.0,1532.4,188.451,1525.0,0.0,15.0,,15.54,0.0,-0.7,7.577000000000002,48.758043758043776,-0.7,,1.2999999999999998,-185.7142857142857,-1.3590000000000018,0.5499999999999999,1.4
448,Team17 Digital Ltd,True,15.385,21.758,15.385,0.085,0.12,0.085,-0.15,0.495,-0.15,2.0,2.828,2.0,4.4,0.849,4.4,4.55,0.354,4.55,2.0,2.828,2.0,7.0,8.485,7.0,1200.0,1615.032,1200.0,2.0,2.0,,15.54,0.0,-0.7,6.218,40.01287001287002,-0.15,,2.7,-385.7142857142858,-1.3590000000000018,0.5499999999999999,1.4
449,Team17 Digital Ltd.,False,17.857,32.334,0.0,0.028,0.061,0.0,-1.179,1.531,-1.5,1.214,2.119,0.0,2.693,1.682,3.0,3.871,0.463,3.75,0.357,0.633,0.0,1.571,0.852,1.5,4914.429,5178.758,1424.0,0.0,14.0,,17.69,0.0,-1.5,14.644000000000002,82.78123233465236,-1.179,,2.714,-180.93333333333334,-32.334,1.679,3.786
450,Team17 Digital Ltd.,True,15.38,,15.38,0.11,,0.11,0.5,,0.5,5.0,,5.0,5.0,,5.0,4.5,,4.5,2.0,,2.0,13.0,,13.0,1793.0,,1793.0,1.0,1.0,,17.69,0.0,-1.5,,,0.5,,6.5,-433.3333333333333,-32.334,1.679,3.786
451,Tecmo,False,4.763,8.25,0.0,0.043,0.075,0.0,0.1,0.52,0.4,1.667,2.887,0.0,4.767,0.404,5.0,4.667,0.115,4.6,1.0,1.732,0.0,13.667,6.351,10.0,1657.0,583.701,1320.0,0.0,3.0,,4.76,0.0,0.4,3.49,73.31932773109244,0.1,,1.267,316.74999999999994,-8.25,-0.1,-1.667
452,Tecmo Koei America,False,0.0,,0.0,0.0,,0.0,-3.2,,-3.2,0.0,,0.0,0.0,,0.0,3.2,,3.2,0.0,,0.0,0.0,,0.0,131.0,,131.0,0.0,1.0,,0.0,0.0,-3.2,,,-3.2,,3.2,-100.0,0.0,3.2,0.0
453,Telltale,False,55.263,42.351,50.0,0.1,0.053,0.12,0.367,0.153,0.4,4.833,0.289,5.0,4.9,0.1,4.9,4.533,0.208,4.6,3.0,2.646,2.0,14.333,20.551,4.0,5256.0,7063.738,1649.0,0.0,3.0,,55.26,0.12,0.4,-12.908999999999999,-23.360477741585232,0.247,205.83333333333337,4.433,1108.25,-42.351,-0.367,-4.833
454,Telltale Games,False,31.665,25.93,31.665,0.09,0.057,0.09,0.45,0.495,0.45,4.5,0.707,4.5,4.55,0.071,4.55,4.1,0.424,4.1,1.5,0.707,1.5,8.5,9.192,8.5,1672.5,218.496,1672.5,0.0,2.0,,31.66,0.09,0.45,-5.73,-18.09854706253948,0.36,400.0,4.05,900.0,-25.93,-0.45,-4.5
455,Terrible Toybox,False,66.67,,66.67,0.16,,0.16,-0.4,,-0.4,4.5,,4.5,4.3,,4.3,4.7,,4.7,2.0,,2.0,3.0,,3.0,1219.0,,1219.0,0.0,1.0,,66.67,0.16,-0.4,,,-0.56,-350.00000000000006,4.9,-1225.0,0.0,0.4,-4.5
456,The Arcade Crew,False,25.0,35.355,25.0,0.095,0.134,0.095,-2.25,2.475,-2.25,1.0,1.414,1.0,1.75,2.475,1.75,4.0,0.0,4.0,1.0,1.414,1.0,2.0,2.828,2.0,973.5,94.045,973.5,0.0,2.0,,25.0,0.1,-2.25,10.354999999999997,41.41999999999999,-2.35,-2350.0,3.25,-144.44444444444443,-35.355,2.25,-1.0
457,The Fun Pimps Entertainment LLC.,False,25.0,,25.0,0.07,,0.07,0.9,,0.9,5.0,,5.0,5.0,,5.0,4.1,,4.1,1.0,,1.0,4.0,,4.0,1398.0,,1398.0,0.0,1.0,,25.0,0.07,0.9,,,0.8300000000000001,1185.7142857142858,4.1,455.55555555555554,0.0,-0.9,-5.0
458,The Game Bakers,False,37.5,17.678,37.5,0.11,0.113,0.11,-0.9,0.849,-0.9,3.0,2.828,3.0,3.6,0.849,3.6,4.5,0.0,4.5,1.0,0.0,1.0,3.0,1.414,3.0,1830.5,1851.913,1830.5,0.0,2.0,,37.5,0.11,-0.9,-19.822,-52.858666666666664,-1.01,-918.1818181818181,3.9,-433.3333333333333,-17.678,0.9,-3.0
459,The Quantum Astrophysicists Guild,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,2.687,-0.6,0.0,0.0,0.0,2.5,3.536,2.5,3.1,0.849,3.1,0.0,0.0,0.0,0.5,0.707,0.5,2233.0,2199.102,2233.0,0.0,2.0,,0.0,0.0,-0.6,0.0,,-0.6,,0.6,-100.0,0.0,0.6,0.0
460,The Voxel Agents,False,0.0,,0.0,0.0,,0.0,-4.5,,-4.5,0.0,,0.0,0.0,,0.0,4.5,,4.5,0.0,,0.0,0.0,,0.0,10358.0,,10358.0,0.0,1.0,,0.0,0.0,-4.5,,,-4.5,,4.5,-100.0,0.0,4.5,0.0
461,"Thekla, Inc.",False,50.0,,50.0,0.05,,0.05,-0.1,,-0.1,5.0,,5.0,3.5,,3.5,3.6,,3.6,1.0,,1.0,2.0,,2.0,2005.0,,2005.0,0.0,1.0,,50.0,0.05,-0.1,,,-0.15000000000000002,-300.00000000000006,5.1,-5099.999999999999,0.0,0.1,-5.0
462,Thorium Entertainment,False,0.0,,0.0,0.0,,0.0,1.0,,1.0,0.0,,0.0,5.0,,5.0,4.0,,4.0,0.0,,0.0,1.0,,1.0,1576.0,,1576.0,0.0,1.0,,0.0,0.0,1.0,,,1.0,,-1.0,-100.0,0.0,-1.0,0.0
463,Thunder Lotus,True,29.17,,29.17,0.11,,0.11,0.0,,0.0,5.0,,5.0,4.3,,4.3,4.3,,4.3,7.0,,7.0,24.0,,24.0,6581.0,,6581.0,1.0,1.0,,29.17,0.11,0.0,,,-0.11,-100.0,5.0,,0.0,0.0,5.0
464,Thunderful,True,25.0,,25.0,0.05,,0.05,0.2,,0.2,4.6,,4.6,4.2,,4.2,4.0,,4.0,5.0,,5.0,20.0,,20.0,9240.0,,9240.0,1.0,1.0,,25.0,0.05,0.2,,,0.15000000000000002,300.00000000000006,4.3999999999999995,2199.9999999999995,0.0,0.2,4.6
465,Thunderful Publishing,False,0.0,,0.0,0.0,,0.0,-0.6,,-0.6,0.0,,0.0,3.7,,3.7,4.3,,4.3,0.0,,0.0,7.0,,7.0,2017.0,,2017.0,0.0,1.0,,11.63,0.06,-0.15,,,-0.6599999999999999,-1099.9999999999998,0.15,-100.0,0.0,0.8999999999999999,4.9
466,Thunderful Publishing,True,23.26,,23.26,0.12,,0.12,0.3,,0.3,4.9,,4.9,4.9,,4.9,4.6,,4.6,10.0,,10.0,43.0,,43.0,8514.0,,8514.0,1.0,1.0,,11.63,0.06,-0.15,,,0.24,400.0,5.050000000000001,-3366.666666666667,0.0,0.8999999999999999,4.9
467,"Top Hat Studios, Inc.",True,44.19,,44.19,1.51,,1.51,0.1,,0.1,4.7,,4.7,4.6,,4.6,4.5,,4.5,19.0,,19.0,43.0,,43.0,1262.0,,1262.0,1.0,1.0,,44.19,1.51,0.1,,,-1.41,-93.37748344370861,4.6000000000000005,4600.0,0.0,0.1,4.7
468,Toplitz Productions,False,66.67,,66.67,0.43,,0.43,1.3,,1.3,4.0,,4.0,4.3,,4.3,3.0,,3.0,2.0,,2.0,3.0,,3.0,465.0,,465.0,0.0,1.0,,50.5,0.4,0.65,,,0.9,225.0,3.35,515.3846153846155,0.0,-1.3,-0.2999999999999998
469,Toplitz Productions,True,34.34,,34.34,0.36,,0.36,0.0,,0.0,3.7,,3.7,3.8,,3.8,3.8,,3.8,34.0,,34.0,99.0,,99.0,9499.0,,9499.0,1.0,1.0,,50.5,0.4,0.65,,,-0.4,-100.0,3.0500000000000003,469.2307692307692,0.0,-1.3,-0.2999999999999998
470,Total Mayhem Games,False,66.67,,66.67,0.14,,0.14,-1.9,,-1.9,1.5,,1.5,1.3,,1.3,3.2,,3.2,2.0,,2.0,3.0,,3.0,1399.0,,1399.0,0.0,1.0,,66.67,0.14,-1.9,,,-2.04,-1457.142857142857,3.4,-178.94736842105263,0.0,1.9,-1.5
471,Trapped Nerve Games,False,100.0,,100.0,0.08,,0.08,0.8,,0.8,5.0,,5.0,5.0,,5.0,4.2,,4.2,1.0,,1.0,1.0,,1.0,1232.0,,1232.0,0.0,1.0,,100.0,0.08,0.8,,,0.7200000000000001,900.0,4.2,525.0,0.0,-0.8,-5.0
472,Triangle Studios,False,0.0,,0.0,0.0,,0.0,-3.9,,-3.9,0.0,,0.0,0.0,,0.0,3.9,,3.9,0.0,,0.0,0.0,,0.0,233.0,,233.0,0.0,1.0,,0.0,0.0,-3.9,,,-3.9,,3.9,-100.0,0.0,3.9,0.0
473,Tripwire Interactive LLC,False,35.48,,35.48,0.09,,0.09,0.2,,0.2,4.9,,4.9,4.3,,4.3,4.1,,4.1,11.0,,11.0,31.0,,31.0,12497.0,,12497.0,0.0,1.0,,35.48,0.09,0.2,,,0.11000000000000001,122.22222222222223,4.7,2350.0,0.0,-0.2,-4.9
474,Twin Sails Interactive,False,0.0,0.0,0.0,0.0,0.0,0.0,-3.65,0.212,-3.65,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.212,3.65,0.0,0.0,0.0,0.0,0.0,0.0,2406.5,842.164,2406.5,0.0,2.0,,0.0,0.0,-3.65,0.0,,-3.65,,3.65,-100.0,0.0,3.65,0.0
