,publisher,has_gamepass_remediation,Unnamed: 2,momentum_mean,momentum_std,momentum_median,discovery_capture_mean,discovery_capture_std,discovery_capture_median,quality_retention_mean,quality_retention_std,quality_retention_median,rating_7_days_avg_mean,rating_7_days_avg_std,rating_7_days_avg_median,rating_30_days_avg_mean,rating_30_days_avg_std,rating_30_days_avg_median,rating_alltime_avg_mean,rating_alltime_avg_std,rating_alltime_avg_median,rating_7_days_count_mean,rating_7_days_count_std,rating_7_days_count_median,rating_30_days_count_mean,rating_30_days_count_std,rating_30_days_count_median,rating_alltime_count_mean,rating_alltime_count_std,rating_alltime_count_median,has_gamepass_remediation_sum,title_count,momentum_mean_baseline,discovery_capture_median_baseline,quality_retention_median_baseline,momentum_mean_diff_baseline,momentum_mean_diff_baseline_pct,discovery_capture_median_diff_baseline,discovery_capture_median_diff_baseline_pct,quality_retention_median_diff_baseline,quality_retention_median_diff_baseline_pct,momentum_lift,discovery_lift,quality_lift
155,E-Line Media,False,0.0,,0.0,0.0,,0.0,0.8,,0.8,0.0,,0.0,4.7,,4.7,3.9,,3.9,0.0,,0.0,3.0,,3.0,3860.0,,3860.0,0.0,1.0,,0.0,0.0,0.8,,,0.8,,-0.8,-100.0,0.0,-0.8,0.0
156,EA SPORTS,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,4.3,0.0,4.3,4.1,0.0,4.1,0.0,0.0,0.0,3.0,0.0,3.0,1030.0,0.0,1030.0,0.0,4.0,,0.0,0.0,0.2,0.0,,0.2,,-0.2,-100.0,0.0,-0.2,0.0
157,EXOR Studios,False,20.0,,20.0,0.06,,0.06,0.1,,0.1,2.0,,2.0,4.0,,4.0,3.9,,3.9,1.0,,1.0,5.0,,5.0,1665.0,,1665.0,0.0,1.0,,20.0,0.06,0.1,,,0.04000000000000001,66.66666666666669,1.9,1899.9999999999995,0.0,-0.1,-2.0
158,Eastasiasoft Limited,False,0.0,,0.0,0.0,,0.0,-3.2,,-3.2,0.0,,0.0,0.0,,0.0,3.2,,3.2,0.0,,0.0,0.0,,0.0,34.0,,34.0,0.0,1.0,,0.0,0.0,-3.2,,,-3.2,,3.2,-100.0,0.0,3.2,0.0
159,Eastshade Studios,False,0.0,,0.0,0.0,,0.0,-3.9,,-3.9,0.0,,0.0,0.0,,0.0,3.9,,3.9,0.0,,0.0,0.0,,0.0,1140.0,,1140.0,0.0,1.0,,0.0,0.0,-3.9,,,-3.9,,3.9,-100.0,0.0,3.9,0.0
160,Eidos Interactive Corporation,False,22.58,,22.58,0.09,,0.09,0.3,,0.3,5.0,,5.0,4.9,,4.9,4.6,,4.6,7.0,,7.0,31.0,,31.0,8149.0,,8149.0,0.0,1.0,,22.58,0.09,0.3,,,0.21,233.33333333333334,4.7,1566.6666666666667,0.0,-0.3,-5.0
161,Electronic Arts,False,24.652,27.474,23.08,1.153,10.143,0.07,-0.836,1.78,0.0,2.594,2.108,3.5,2.94,1.924,3.8,3.776,0.706,4.0,7.34,22.89,2.0,28.289,99.838,7.0,5961.381,8978.039,2662.0,0.0,97.0,,24.65,0.07,0.0,2.8240000000000016,11.456389452332665,-0.9059999999999999,-1294.2857142857142,2.594,,-27.474,0.836,-2.594
162,Electronic Arts ,False,100.0,,100.0,27.27,,27.27,0.0,,0.0,5.0,,5.0,5.0,,5.0,5.0,,5.0,3.0,,3.0,3.0,,3.0,11.0,,11.0,0.0,1.0,,100.0,27.27,0.0,,,-27.27,-100.0,5.0,,0.0,0.0,-5.0
163,Electronic Arts Inc.,False,16.97,23.999,16.97,0.32,0.453,0.32,-1.9,3.253,-1.9,2.3,3.253,2.3,2.1,2.97,2.1,4.0,0.283,4.0,18.5,26.163,18.5,54.5,77.075,54.5,3330.0,3473.309,3330.0,0.0,2.0,,16.97,0.32,-1.9,7.029,41.420153211549795,-2.2199999999999998,-693.7499999999999,4.199999999999999,-221.05263157894734,-23.999,1.9,-2.3
164,En Masse Entertainment Inc.,False,100.0,,100.0,0.46,,0.46,1.6,,1.6,5.0,,5.0,5.0,,5.0,3.4,,3.4,1.0,,1.0,1.0,,1.0,216.0,,216.0,0.0,1.0,,100.0,0.46,1.6,,,1.1400000000000001,247.82608695652178,3.4,212.5,0.0,-1.6,-5.0
165,Enhance,False,75.557,21.43,66.67,0.18,0.191,0.08,0.9,0.7,1.2,4.267,0.874,4.5,4.567,0.513,4.7,3.667,0.321,3.8,2.0,1.0,2.0,3.0,2.0,3.0,1907.667,1598.16,1572.0,0.0,3.0,,75.56,0.08,1.2,-54.13,-71.63843303335098,0.8200000000000001,1025.0,3.067,255.58333333333337,-21.43,-0.9,-4.267
166,EpiXR Games,False,0.0,,0.0,0.0,,0.0,-5.0,,-5.0,0.0,,0.0,0.0,,0.0,5.0,,5.0,0.0,,0.0,0.0,,0.0,1.0,,1.0,0.0,1.0,,0.0,0.0,-5.0,,,-5.0,,5.0,-100.0,0.0,5.0,0.0
167,Epic Games,False,42.59,,42.59,0.65,,0.65,-0.1,,-0.1,4.2,,4.2,4.2,,4.2,4.3,,4.3,23.0,,23.0,54.0,,54.0,3557.0,,3557.0,0.0,1.0,,42.59,0.65,-0.1,,,-0.75,-115.38461538461537,4.3,-4299.999999999999,0.0,0.1,-4.2
168,Epic Games Inc.,False,0.0,,0.0,0.0,,0.0,-4.2,,-4.2,0.0,,0.0,0.0,,0.0,4.2,,4.2,0.0,,0.0,0.0,,0.0,1139.0,,1139.0,0.0,1.0,,0.0,0.0,-4.2,,,-4.2,,4.2,-100.0,0.0,4.2,0.0
169,Epopeia Games,True,25.64,,25.64,0.28,,0.28,0.2,,0.2,4.6,,4.6,4.8,,4.8,4.6,,4.6,10.0,,10.0,39.0,,39.0,3623.0,,3623.0,1.0,1.0,,25.64,0.28,0.2,,,-0.08000000000000002,-28.571428571428577,4.3999999999999995,2199.9999999999995,0.0,0.2,4.6
170,Excalibur Games,False,50.0,,50.0,0.16,,0.16,1.2,,1.2,5.0,,5.0,5.0,,5.0,3.8,,3.8,1.0,,1.0,2.0,,2.0,610.0,,610.0,0.0,1.0,,50.0,0.16,1.2,,,1.04,650.0,3.8,316.66666666666663,0.0,-1.2,-5.0
171,FLARB LLC,False,33.33,,33.33,0.1,,0.1,1.2,,1.2,5.0,,5.0,5.0,,5.0,3.8,,3.8,1.0,,1.0,3.0,,3.0,1018.0,,1018.0,0.0,1.0,,33.33,0.1,1.2,,,1.0999999999999999,1099.9999999999998,3.8,316.66666666666663,0.0,-1.2,-5.0
172,"FRAME BREAK, Amplifier Studios",True,22.22,,22.22,0.22,,0.22,0.2,,0.2,4.3,,4.3,4.3,,4.3,4.1,,4.1,6.0,,6.0,27.0,,27.0,2675.0,,2675.0,1.0,1.0,,22.22,0.22,0.2,,,-0.01999999999999999,-9.090909090909086,4.1,2049.9999999999995,0.0,0.2,4.3
173,Falling Squirrel Inc.,False,0.0,,0.0,0.0,,0.0,1.7,,1.7,0.0,,0.0,5.0,,5.0,3.3,,3.3,0.0,,0.0,2.0,,2.0,1996.0,,1996.0,0.0,1.0,,0.0,0.0,1.7,,,1.7,,-1.7,-100.0,0.0,-1.7,0.0
174,Fantastico Studio,False,0.0,,0.0,0.0,,0.0,-4.1,,-4.1,0.0,,0.0,0.0,,0.0,4.1,,4.1,0.0,,0.0,0.0,,0.0,11.0,,11.0,0.0,1.0,,0.0,0.0,-4.1,,,-4.1,,4.1,-100.0,0.0,4.1,0.0
175,Fatshark,True,20.765,7.531,20.765,0.185,0.007,0.185,0.5,0.283,0.5,3.8,0.141,3.8,4.0,0.0,4.0,3.5,0.283,3.5,13.5,10.607,13.5,79.5,79.903,79.5,7277.5,5803.225,7277.5,2.0,2.0,,20.76,0.18,0.5,-13.229000000000003,-63.72350674373797,0.32,177.7777777777778,3.3,660.0,7.531,0.5,3.8
176,Fatshark AB,False,0.0,,0.0,0.0,,0.0,1.7,,1.7,0.0,,0.0,5.0,,5.0,3.3,,3.3,0.0,,0.0,1.0,,1.0,3225.0,,3225.0,0.0,1.0,,0.0,0.0,1.7,,,1.7,,-1.7,-100.0,0.0,-1.7,0.0
177,Fellow Traveller,False,26.666,43.461,0.0,0.05,0.069,0.0,-2.18,2.457,-3.7,2.0,2.739,0.0,1.94,2.659,0.0,4.12,0.349,4.1,1.0,1.732,0.0,1.4,1.949,0.0,947.2,1334.101,499.0,0.0,5.0,,23.43,0.1,0.15,20.031,85.49295774647887,-2.2800000000000002,-2280.0,1.85,1233.3333333333335,-37.881,2.56,2.16
178,Fellow Traveller,True,20.202,5.58,21.08,1.226,1.99,0.5,0.38,0.356,0.2,4.16,0.921,4.2,4.24,0.261,4.4,3.86,0.365,3.7,12.4,19.437,5.0,58.4,92.189,22.0,1585.6,1100.328,1202.0,5.0,5.0,,23.43,0.1,0.15,-17.85,-76.1843790012804,0.28,280.0,4.01,2673.3333333333335,-37.881,2.56,2.16
179,Finji,False,0.0,0.0,0.0,0.0,0.0,0.0,-4.267,0.208,-4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.267,0.208,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1126.333,862.894,1081.0,0.0,3.0,,7.03,0.0,-4.15,-7.03,-100.0,-4.267,,4.15,-100.0,0.0,4.267,4.4
180,Finji,True,28.12,,28.12,0.1,,0.1,0.0,,0.0,4.4,,4.4,4.3,,4.3,4.3,,4.3,9.0,,9.0,32.0,,32.0,8963.0,,8963.0,1.0,1.0,,7.03,0.0,-4.15,,,0.0,,8.55,-206.02409638554215,0.0,4.267,4.4
181,Flashbulb,False,16.67,,16.67,0.04,,0.04,1.0,,1.0,5.0,,5.0,4.8,,4.8,3.8,,3.8,1.0,,1.0,6.0,,6.0,2366.0,,2366.0,0.0,1.0,,16.67,0.04,1.0,,,0.96,2400.0,4.0,400.0,0.0,-1.0,-5.0
182,Flashbulb Games,True,17.46,,17.46,0.15,,0.15,0.5,,0.5,4.5,,4.5,4.3,,4.3,3.8,,3.8,11.0,,11.0,63.0,,63.0,7292.0,,7292.0,1.0,1.0,,17.46,0.15,0.5,,,0.35,233.33333333333334,4.0,800.0,0.0,0.5,4.5
183,Flippfly,False,0.0,,0.0,0.0,,0.0,-3.1,,-3.1,0.0,,0.0,0.0,,0.0,3.1,,3.1,0.0,,0.0,0.0,,0.0,892.0,,892.0,0.0,1.0,,0.0,0.0,-3.1,,,-3.1,,3.1,-100.0,0.0,3.1,0.0
184,FoamPunch,False,5.0,,5.0,0.03,,0.03,0.2,,0.2,5.0,,5.0,3.7,,3.7,3.5,,3.5,1.0,,1.0,20.0,,20.0,2926.0,,2926.0,0.0,1.0,,5.0,0.03,0.2,,,0.17,566.6666666666667,4.8,2399.9999999999995,0.0,-0.2,-5.0
185,Focus Entertainment,False,27.791,23.657,28.0,0.127,0.276,0.06,-0.989,1.468,-0.9,3.153,1.891,3.5,2.747,1.7,3.0,3.737,0.495,3.7,2.158,2.478,2.0,9.0,12.776,5.0,2935.684,3931.681,2373.0,0.0,19.0,,29.08,0.08,-0.2,-5.422999999999998,-18.648555708390642,-1.069,-1336.25,3.353,-1676.5,-9.154,1.206,0.597
186,Focus Entertainment,True,33.155,14.503,28.08,0.5,0.412,0.39,0.217,0.366,0.15,3.75,0.829,3.9,3.867,0.692,4.1,3.65,0.647,3.75,12.333,9.709,8.5,44.167,37.839,32.5,2806.667,1710.186,2476.5,6.0,6.0,,29.08,0.08,-0.2,-14.576999999999998,-50.12723521320495,0.137,171.25,3.95,-1975.0,-9.154,1.206,0.597
187,Focus Home Interactive,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,2.053,-0.65,0.0,0.0,0.0,3.25,2.062,3.5,3.8,0.408,3.8,0.0,0.0,0.0,1.25,0.5,1.0,3881.0,2224.888,3690.0,0.0,4.0,,0.0,0.0,-0.65,0.0,,-0.55,,0.65,-100.0,0.0,0.55,0.0
188,Freedom Games,False,0.0,,0.0,0.0,,0.0,-3.8,,-3.8,0.0,,0.0,0.0,,0.0,3.8,,3.8,0.0,,0.0,0.0,,0.0,918.0,,918.0,0.0,1.0,,0.0,0.0,-3.8,,,-3.8,,3.8,-100.0,0.0,3.8,0.0
189,Freejam,False,0.0,,0.0,0.0,,0.0,-4.1,,-4.1,0.0,,0.0,0.0,,0.0,4.1,,4.1,0.0,,0.0,0.0,,0.0,8.0,,8.0,0.0,1.0,,0.0,0.0,-4.1,,,-4.1,,4.1,-100.0,0.0,4.1,0.0
190,Frictional Games,False,20.37,35.282,0.0,0.083,0.144,0.0,-0.633,2.779,0.5,1.567,2.714,0.0,3.233,2.804,4.7,3.867,0.306,3.8,3.667,6.351,0.0,6.333,10.116,1.0,2003.333,2176.251,1370.0,0.0,3.0,,20.37,0.0,0.5,14.911999999999995,73.20569464899359,-0.633,,1.067,213.39999999999998,-35.282,0.633,-1.567
191,Frima Studio,False,0.0,,0.0,0.0,,0.0,-3.3,,-3.3,0.0,,0.0,0.0,,0.0,3.3,,3.3,0.0,,0.0,0.0,,0.0,4748.0,,4748.0,0.0,1.0,,0.0,0.0,-3.3,,,-3.3,,3.3,-100.0,0.0,3.3,0.0
192,Frogwares,False,25.0,,25.0,0.73,,0.73,0.6,,0.6,5.0,,5.0,4.9,,4.9,4.3,,4.3,2.0,,2.0,8.0,,8.0,273.0,,273.0,0.0,1.0,,25.0,0.73,0.6,,,-0.13,-17.808219178082194,4.4,733.3333333333334,0.0,-0.6,-5.0
193,Frontier Developments,False,24.258,8.025,22.22,0.06,0.036,0.04,0.15,0.885,0.3,2.667,1.291,2.5,4.067,0.971,4.4,3.917,0.286,4.1,2.5,1.761,2.0,9.5,2.95,9.0,4321.833,1401.492,4958.0,0.0,6.0,,23.26,0.04,0.3,-15.235000000000001,-65.4987102321582,0.10999999999999999,274.99999999999994,2.367,789.0,-8.025,0.35,2.133
194,Frontier Developments,True,17.24,,17.24,0.11,,0.11,0.5,,0.5,4.8,,4.8,4.6,,4.6,4.1,,4.1,10.0,,10.0,58.0,,58.0,9101.0,,9101.0,1.0,1.0,,23.26,0.04,0.3,,,0.46,1150.0,4.5,1500.0,-8.025,0.35,2.133
195,Frontier Foundry,False,20.0,,20.0,0.04,,0.04,0.6,,0.6,5.0,,5.0,5.0,,5.0,4.4,,4.4,1.0,,1.0,5.0,,5.0,2325.0,,2325.0,0.0,1.0,,20.0,0.04,0.6,,,0.5599999999999999,1399.9999999999998,4.4,733.3333333333334,0.0,-0.6,-5.0
196,Frozen District,True,16.33,,16.33,0.12,,0.12,-0.6,,-0.6,4.1,,4.1,3.4,,3.4,4.0,,4.0,8.0,,8.0,49.0,,49.0,6658.0,,6658.0,1.0,1.0,,16.33,0.12,-0.6,,,-0.72,-600.0,4.699999999999999,-783.3333333333333,0.0,-0.6,4.1
197,Funcom,False,6.837,11.841,0.0,0.023,0.04,0.0,0.067,0.321,0.2,1.0,1.732,0.0,4.033,0.874,3.8,3.967,0.907,4.1,2.667,4.619,0.0,15.0,20.881,5.0,5126.0,5505.831,4382.0,0.0,3.0,,6.84,0.0,0.2,5.0009999999999994,73.11403508771929,0.067,,0.8,400.0,-11.841,-0.067,-1.0
198,Future Friends Games & Exbleative,False,0.0,,0.0,0.0,,0.0,0.8,,0.8,0.0,,0.0,5.0,,5.0,4.2,,4.2,0.0,,0.0,2.0,,2.0,5077.0,,5077.0,0.0,1.0,,0.0,0.0,0.8,,,0.8,,-0.8,-100.0,0.0,-0.8,0.0
199,GIANTS Software GmbH,False,39.335,38.658,39.335,0.055,0.021,0.055,0.55,0.212,0.55,5.0,0.0,5.0,4.25,0.354,4.25,3.7,0.141,3.7,2.5,0.707,2.5,14.0,15.556,14.0,5278.5,3162.889,5278.5,0.0,2.0,,39.34,0.06,0.55,-0.6820000000000022,-1.7336044738180023,0.49000000000000005,816.6666666666667,4.45,809.090909090909,-38.658,-0.55,-5.0
200,GLITCH,False,0.0,,0.0,0.0,,0.0,1.3,,1.3,0.0,,0.0,5.0,,5.0,3.7,,3.7,0.0,,0.0,1.0,,1.0,840.0,,840.0,0.0,1.0,,0.0,0.0,1.3,,,1.3,,-1.3,-100.0,0.0,-1.3,0.0
201,Game Troopers,False,0.0,,0.0,0.0,,0.0,-3.5,,-3.5,0.0,,0.0,0.0,,0.0,3.5,,3.5,0.0,,0.0,0.0,,0.0,37.0,,37.0,0.0,1.0,,0.0,0.0,-3.5,,,-3.5,,3.5,-100.0,0.0,3.5,0.0
202,Gamera Game,False,0.0,,0.0,0.0,,0.0,-3.4,,-3.4,0.0,,0.0,1.0,,1.0,4.4,,4.4,0.0,,0.0,1.0,,1.0,809.0,,809.0,0.0,1.0,,0.0,0.0,-3.4,,,-3.4,,3.4,-100.0,0.0,3.4,0.0
203,Gamera Games,False,0.0,,0.0,0.0,,0.0,-3.3,,-3.3,0.0,,0.0,0.0,,0.0,3.3,,3.3,0.0,,0.0,0.0,,0.0,256.0,,256.0,0.0,1.0,,0.0,0.0,-3.3,,,-3.3,,3.3,-100.0,0.0,3.3,0.0
204,Gearbox Publishing,False,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.8,,3.8,3.8,,3.8,0.0,,0.0,4.0,,4.0,1482.0,,1482.0,0.0,1.0,,13.64,0.02,0.15,,,-0.02,-100.0,-0.15,-100.0,0.0,0.3,4.3
205,Gearbox Publishing,True,27.27,,27.27,0.04,,0.04,0.3,,0.3,4.3,,4.3,4.4,,4.4,4.1,,4.1,3.0,,3.0,11.0,,11.0,8425.0,,8425.0,1.0,1.0,,13.64,0.02,0.15,,,0.27999999999999997,1399.9999999999998,4.1499999999999995,2766.6666666666665,0.0,0.3,4.3
206,Ghost Ship Publishing,True,19.57,,19.57,0.88,,0.88,-0.3,,-0.3,3.9,,3.9,3.8,,3.8,4.1,,4.1,18.0,,18.0,92.0,,92.0,2050.0,,2050.0,1.0,1.0,,19.57,0.88,-0.3,,,-1.18,-134.0909090909091,4.2,-1400.0000000000002,0.0,-0.3,3.9
207,Glass Bottom Games,False,0.0,,0.0,0.0,,0.0,-2.8,,-2.8,0.0,,0.0,0.0,,0.0,2.8,,2.8,0.0,,0.0,0.0,,0.0,1507.0,,1507.0,0.0,1.0,,0.0,0.0,-2.8,,,-2.8,,2.8,-100.0,0.0,2.8,0.0
208,Good Shepherd Entertainment,True,16.67,,16.67,0.05,,0.05,0.4,,0.4,5.0,,5.0,4.7,,4.7,4.3,,4.3,1.0,,1.0,6.0,,6.0,2028.0,,2028.0,1.0,1.0,,16.67,0.05,0.4,,,0.35000000000000003,700.0,4.6,1149.9999999999998,0.0,0.4,5.0
209,Graffiti Games,False,0.0,0.0,0.0,0.0,0.0,0.0,-3.05,1.63,-3.55,0.0,0.0,0.0,0.75,1.5,0.0,3.8,0.638,4.0,0.0,0.0,0.0,0.25,0.5,0.0,1471.0,1114.405,1303.0,0.0,4.0,,0.0,0.0,-3.55,0.0,,-3.05,,3.55,-100.0,0.0,3.05,0.0
210,GraphicDNA,False,0.0,,0.0,0.0,,0.0,-3.3,,-3.3,0.0,,0.0,0.0,,0.0,3.3,,3.3,0.0,,0.0,0.0,,0.0,251.0,,251.0,0.0,1.0,,0.0,0.0,-3.3,,,-3.3,,3.3,-100.0,0.0,3.3,0.0
211,Graybeard Games,False,0.0,,0.0,0.0,,0.0,-2.3,,-2.3,0.0,,0.0,0.0,,0.0,2.3,,2.3,0.0,,0.0,0.0,,0.0,880.0,,880.0,0.0,1.0,,0.0,0.0,-2.3,,,-2.3,,2.3,-100.0,0.0,2.3,0.0
212,Grey Box,False,0.0,,0.0,0.0,,0.0,-4.5,,-4.5,0.0,,0.0,0.0,,0.0,4.5,,4.5,0.0,,0.0,0.0,,0.0,2253.0,,2253.0,0.0,1.0,,0.0,0.0,-4.5,,,-4.5,,4.5,-100.0,0.0,4.5,0.0
213,Gun Interactive,False,20.0,,20.0,0.04,,0.04,0.0,,0.0,4.6,,4.6,3.6,,3.6,3.6,,3.6,5.0,,5.0,25.0,,25.0,13023.0,,13023.0,0.0,1.0,,20.0,0.04,0.0,,,-0.04,-100.0,4.6,,0.0,0.0,-4.6
214,HAMSTER Corporation,False,5.0,11.18,0.0,0.04,0.089,0.0,0.3,0.224,0.2,0.2,0.447,0.0,4.76,0.537,5.0,4.46,0.76,4.8,0.2,0.447,0.0,1.6,1.342,1.0,150.4,199.904,61.0,0.0,5.0,,5.0,0.0,0.2,6.18,123.6,0.3,,0.0,0.0,-11.18,-0.3,-0.2
215,Headup,False,50.0,,50.0,0.12,,0.12,1.0,,1.0,5.0,,5.0,4.5,,4.5,3.5,,3.5,1.0,,1.0,2.0,,2.0,811.0,,811.0,0.0,1.0,,50.0,0.12,1.0,,,0.88,733.3333333333334,4.0,400.0,0.0,-1.0,-5.0
216,Headup Games,False,0.0,,0.0,0.0,,0.0,1.5,,1.5,0.0,,0.0,5.0,,5.0,3.5,,3.5,0.0,,0.0,2.0,,2.0,683.0,,683.0,0.0,1.0,,0.0,0.0,1.5,,,1.5,,-1.5,-100.0,0.0,-1.5,0.0
217,Headup GmbH,False,37.5,53.033,37.5,0.185,0.262,0.185,-0.5,0.849,-0.5,2.35,3.323,2.35,2.9,1.273,2.9,3.4,0.424,3.4,1.5,2.121,1.5,2.5,2.121,2.5,593.0,321.026,593.0,0.0,2.0,,37.5,0.18,-0.5,15.533000000000001,41.42133333333334,-0.6799999999999999,-377.77777777777777,2.85,-570.0,-53.033,0.5,-2.35
218,Hi-Rez Studios,False,28.57,,28.57,0.01,,0.01,-1.1,,-1.1,1.5,,1.5,2.7,,2.7,3.8,,3.8,2.0,,2.0,7.0,,7.0,24714.0,,24714.0,0.0,1.0,,28.57,0.01,-1.1,,,-1.11,-11100.000000000002,2.6,-236.36363636363632,0.0,1.1,-1.5
219,Hinterland Studio Inc.,False,19.35,,19.35,0.03,,0.03,-0.2,,-0.2,3.3,,3.3,4.2,,4.2,4.4,,4.4,6.0,,6.0,31.0,,31.0,17916.0,,17916.0,0.0,1.0,,19.35,0.03,-0.2,,,-0.23,-766.6666666666667,3.5,-1750.0,0.0,0.2,-3.3
220,Hooded Horse,False,0.0,,0.0,0.0,,0.0,-3.8,,-3.8,0.0,,0.0,0.0,,0.0,3.8,,3.8,0.0,,0.0,0.0,,0.0,365.0,,365.0,0.0,1.0,,21.24,0.32,0.0,,,-4.12,-1287.5,0.0,,26.903,3.92,2.8
221,Hooded Horse,True,25.49,26.903,24.0,0.592,0.667,0.51,0.12,0.444,0.3,2.8,1.754,3.0,3.84,0.518,4.1,3.72,0.277,3.7,2.2,2.28,2.0,15.0,11.511,12.0,1104.4,1998.936,215.0,5.0,5.0,,21.24,0.32,0.0,5.663,26.661958568738232,-0.2,-62.5,2.8,,26.903,3.92,2.8
222,Humble Games,False,8.829,25.658,0.0,0.019,0.049,0.0,-2.227,2.072,-3.45,0.7,1.664,0.0,1.557,2.189,0.0,3.783,0.525,3.6,0.5,1.526,0.0,2.833,7.777,0.0,1395.533,1323.514,1018.5,0.0,30.0,,9.35,0.0,-3.4,16.308,174.41711229946523,-2.227,,4.1,-120.58823529411764,-25.658,2.427,4.3
223,Humble Games,True,25.0,,25.0,0.11,,0.11,0.2,,0.2,5.0,,5.0,4.7,,4.7,4.5,,4.5,3.0,,3.0,12.0,,12.0,2793.0,,2793.0,1.0,1.0,,9.35,0.0,-3.4,,,0.2,,8.4,-247.05882352941177,-25.658,2.427,4.3
224,HypeTrain Digital,False,0.0,,0.0,0.0,,0.0,0.8,,0.8,0.0,,0.0,5.0,,5.0,4.2,,4.2,0.0,,0.0,2.0,,2.0,274.0,,274.0,0.0,1.0,,6.86,0.98,0.35,,,-0.17999999999999994,-18.3673469387755,-0.35,-100.0,0.0,-0.9,3.5
225,HypeTrain Digital,True,13.71,,13.71,1.97,,1.97,-0.1,,-0.1,3.5,,3.5,3.4,,3.4,3.5,,3.5,17.0,,17.0,124.0,,124.0,861.0,,861.0,1.0,1.0,,6.86,0.98,0.35,,,-1.08,-110.20408163265307,3.15,900.0,0.0,-0.9,3.5
226,HypeTrain Digital‬,False,0.0,,0.0,0.0,,0.0,1.5,,1.5,0.0,,0.0,5.0,,5.0,3.5,,3.5,0.0,,0.0,1.0,,1.0,1793.0,,1793.0,0.0,1.0,,0.0,0.0,1.5,,,1.5,,-1.5,-100.0,0.0,-1.5,0.0
227,INTI CREATES,False,0.0,,0.0,0.0,,0.0,1.0,,1.0,0.0,,0.0,5.0,,5.0,4.0,,4.0,0.0,,0.0,1.0,,1.0,1310.0,,1310.0,0.0,1.0,,0.0,0.0,1.0,,,1.0,,-1.0,-100.0,0.0,-1.0,0.0
228,IO Interactive A/S,False,33.335,47.143,33.335,0.16,0.226,0.16,-1.65,3.606,-1.65,2.5,3.536,2.5,2.5,3.536,2.5,4.15,0.071,4.15,1.0,1.414,1.0,1.5,2.121,1.5,315.5,429.214,315.5,0.0,2.0,,33.34,0.16,-1.65,13.802999999999997,41.400719856028786,-1.8099999999999998,-1131.2499999999998,4.15,-251.51515151515156,-47.143,1.65,-2.5
229,Image & Form Games,False,0.0,,0.0,0.0,,0.0,1.3,,1.3,0.0,,0.0,5.0,,5.0,3.7,,3.7,0.0,,0.0,1.0,,1.0,1480.0,,1480.0,0.0,1.0,,0.0,0.0,1.3,,,1.3,,-1.3,-100.0,0.0,-1.3,0.0
230,Image & Form International AB,False,25.0,,25.0,0.08,,0.08,0.4,,0.4,5.0,,5.0,4.5,,4.5,4.1,,4.1,1.0,,1.0,4.0,,4.0,1316.0,,1316.0,0.0,1.0,,25.0,0.08,0.4,,,0.32,400.0,4.6,1149.9999999999998,0.0,-0.4,-5.0
231,Infinite Dreams,False,41.665,11.787,41.665,0.115,0.007,0.115,0.15,0.354,0.15,4.5,0.707,4.5,4.75,0.354,4.75,4.6,0.0,4.6,1.0,0.0,1.0,2.5,0.707,2.5,871.0,66.468,871.0,0.0,2.0,,41.66,0.12,0.15,-29.872999999999998,-71.70667306769083,0.03,25.0,4.35,2900.0,-11.787,-0.15,-4.5
232,Infogrames,True,22.22,,22.22,0.08,,0.08,0.8,,0.8,4.0,,4.0,3.9,,3.9,3.1,,3.1,4.0,,4.0,18.0,,18.0,4822.0,,4822.0,1.0,1.0,,22.22,0.08,0.8,,,0.7200000000000001,900.0,3.2,400.0,0.0,0.8,4.0
233,Innersloth,True,22.99,,22.99,0.11,,0.11,-0.3,,-0.3,3.3,,3.3,3.5,,3.5,3.8,,3.8,40.0,,40.0,174.0,,174.0,37542.0,,37542.0,1.0,1.0,,22.99,0.11,-0.3,,,-0.41,-372.7272727272727,3.5999999999999996,-1200.0,0.0,-0.3,3.3
234,Jackbox Games,False,0.0,,0.0,0.0,,0.0,1.7,,1.7,0.0,,0.0,5.0,,5.0,3.3,,3.3,0.0,,0.0,1.0,,1.0,658.0,,658.0,0.0,1.0,,0.0,0.0,1.7,,,1.7,,-1.7,-100.0,0.0,-1.7,0.0
235,"Jackbox Games, Inc",False,0.0,,0.0,0.0,,0.0,-3.0,,-3.0,0.0,,0.0,0.0,,0.0,3.0,,3.0,0.0,,0.0,0.0,,0.0,247.0,,247.0,0.0,1.0,,0.0,0.0,-3.0,,,-3.0,,3.0,-100.0,0.0,3.0,0.0
236,"Jackbox Games, Inc.",False,0.0,,0.0,0.0,,0.0,1.7,,1.7,0.0,,0.0,5.0,,5.0,3.3,,3.3,0.0,,0.0,1.0,,1.0,428.0,,428.0,0.0,1.0,,0.0,0.0,1.7,,,1.7,,-1.7,-100.0,0.0,-1.7,0.0
237,Jumpship,False,0.0,,0.0,0.0,,0.0,-3.4,,-3.4,0.0,,0.0,0.0,,0.0,3.4,,3.4,0.0,,0.0,0.0,,0.0,3891.0,,3891.0,0.0,1.0,,0.0,0.0,-3.4,,,-3.4,,3.4,-100.0,0.0,3.4,0.0
