publisher,has_gamepass_remediation,momentum_mean,discovery_capture_mean,quality_retention_mean,rating_7_days_avg_mean,rating_7_days_avg_std,rating_7_days_avg_median,rating_30_days_avg_mean,rating_30_days_avg_std,rating_30_days_avg_median,rating_alltime_avg_mean,rating_alltime_avg_std,rating_alltime_avg_median,rating_7_days_count_mean,rating_7_days_count_std,rating_7_days_count_median,rating_30_days_count_mean,rating_30_days_count_std,rating_30_days_count_median,rating_alltime_count_mean,rating_alltime_count_std,rating_alltime_count_median,has_gamepass_remediation_sum,title_count
Enhance,False,75.557,0.18,0.9,4.267,0.874,4.5,4.567,0.513,4.7,3.667,0.321,3.8,2.0,1.0,2.0,3.0,2.0,3.0,1907.667,1598.16,1572.0,0.0,3.0
EpiXR Games,False,0.0,0.0,-5.0,0.0,,0.0,0.0,,0.0,5.0,,5.0,0.0,,0.0,0.0,,0.0,1.0,,1.0,0.0,1.0
Epic Games,False,42.59,0.65,-0.1,4.2,,4.2,4.2,,4.2,4.3,,4.3,23.0,,23.0,54.0,,54.0,3557.0,,3557.0,0.0,1.0
Epic Games Inc.,False,0.0,0.0,-4.2,0.0,,0.0,0.0,,0.0,4.2,,4.2,0.0,,0.0,0.0,,0.0,1139.0,,1139.0,0.0,1.0
Epopeia Games,True,25.64,0.28,0.2,4.6,,4.6,4.8,,4.8,4.6,,4.6,10.0,,10.0,39.0,,39.0,3623.0,,3623.0,1.0,1.0
Excalibur Games,False,50.0,0.16,1.2,5.0,,5.0,5.0,,5.0,3.8,,3.8,1.0,,1.0,2.0,,2.0,610.0,,610.0,0.0,1.0
FLARB LLC,False,33.33,0.1,1.2,5.0,,5.0,5.0,,5.0,3.8,,3.8,1.0,,1.0,3.0,,3.0,1018.0,,1018.0,0.0,1.0
"FRAME BREAK, Amplifier Studios",True,22.22,0.22,0.2,4.3,,4.3,4.3,,4.3,4.1,,4.1,6.0,,6.0,27.0,,27.0,2675.0,,2675.0,1.0,1.0
Falling Squirrel Inc.,False,0.0,0.0,1.7,0.0,,0.0,5.0,,5.0,3.3,,3.3,0.0,,0.0,2.0,,2.0,1996.0,,1996.0,0.0,1.0
Fantastico Studio,False,0.0,0.0,-4.1,0.0,,0.0,0.0,,0.0,4.1,,4.1,0.0,,0.0,0.0,,0.0,11.0,,11.0,0.0,1.0
Fatshark,True,20.765,0.185,0.5,3.8,0.141,3.8,4.0,0.0,4.0,3.5,0.283,3.5,13.5,10.607,13.5,79.5,79.903,79.5,7277.5,5803.225,7277.5,2.0,2.0
Fatshark AB,False,0.0,0.0,1.7,0.0,,0.0,5.0,,5.0,3.3,,3.3,0.0,,0.0,1.0,,1.0,3225.0,,3225.0,0.0,1.0
Fellow Traveller,False,26.666,0.05,-2.18,2.0,2.739,0.0,1.94,2.659,0.0,4.12,0.349,4.1,1.0,1.732,0.0,1.4,1.949,0.0,947.2,1334.101,499.0,0.0,5.0
Fellow Traveller,True,20.202,1.226,0.38,4.16,0.921,4.2,4.24,0.261,4.4,3.86,0.365,3.7,12.4,19.437,5.0,58.4,92.189,22.0,1585.6,1100.328,1202.0,5.0,5.0
Finji,False,0.0,0.0,-4.267,0.0,0.0,0.0,0.0,0.0,0.0,4.267,0.208,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1126.333,862.894,1081.0,0.0,3.0
Finji,True,28.12,0.1,0.0,4.4,,4.4,4.3,,4.3,4.3,,4.3,9.0,,9.0,32.0,,32.0,8963.0,,8963.0,1.0,1.0
Flashbulb,False,16.67,0.04,1.0,5.0,,5.0,4.8,,4.8,3.8,,3.8,1.0,,1.0,6.0,,6.0,2366.0,,2366.0,0.0,1.0
Flashbulb Games,True,17.46,0.15,0.5,4.5,,4.5,4.3,,4.3,3.8,,3.8,11.0,,11.0,63.0,,63.0,7292.0,,7292.0,1.0,1.0
Flippfly,False,0.0,0.0,-3.1,0.0,,0.0,0.0,,0.0,3.1,,3.1,0.0,,0.0,0.0,,0.0,892.0,,892.0,0.0,1.0
FoamPunch,False,5.0,0.03,0.2,5.0,,5.0,3.7,,3.7,3.5,,3.5,1.0,,1.0,20.0,,20.0,2926.0,,2926.0,0.0,1.0
Focus Entertainment,False,27.791,0.127,-0.989,3.153,1.891,3.5,2.747,1.7,3.0,3.737,0.495,3.7,2.158,2.478,2.0,9.0,12.776,5.0,2935.684,3931.681,2373.0,0.0,19.0
Focus Entertainment,True,33.155,0.5,0.217,3.75,0.829,3.9,3.867,0.692,4.1,3.65,0.647,3.75,12.333,9.709,8.5,44.167,37.839,32.5,2806.667,1710.186,2476.5,6.0,6.0
Focus Home Interactive,False,0.0,0.0,-0.55,0.0,0.0,0.0,3.25,2.062,3.5,3.8,0.408,3.8,0.0,0.0,0.0,1.25,0.5,1.0,3881.0,2224.888,3690.0,0.0,4.0
Freedom Games,False,0.0,0.0,-3.8,0.0,,0.0,0.0,,0.0,3.8,,3.8,0.0,,0.0,0.0,,0.0,918.0,,918.0,0.0,1.0
Freejam,False,0.0,0.0,-4.1,0.0,,0.0,0.0,,0.0,4.1,,4.1,0.0,,0.0,0.0,,0.0,8.0,,8.0,0.0,1.0
Frictional Games,False,20.37,0.083,-0.633,1.567,2.714,0.0,3.233,2.804,4.7,3.867,0.306,3.8,3.667,6.351,0.0,6.333,10.116,1.0,2003.333,2176.251,1370.0,0.0,3.0
Frima Studio,False,0.0,0.0,-3.3,0.0,,0.0,0.0,,0.0,3.3,,3.3,0.0,,0.0,0.0,,0.0,4748.0,,4748.0,0.0,1.0
Frogwares,False,25.0,0.73,0.6,5.0,,5.0,4.9,,4.9,4.3,,4.3,2.0,,2.0,8.0,,8.0,273.0,,273.0,0.0,1.0
Frontier Developments,False,24.258,0.06,0.15,2.667,1.291,2.5,4.067,0.971,4.4,3.917,0.286,4.1,2.5,1.761,2.0,9.5,2.95,9.0,4321.833,1401.492,4958.0,0.0,6.0
Frontier Developments,True,17.24,0.11,0.5,4.8,,4.8,4.6,,4.6,4.1,,4.1,10.0,,10.0,58.0,,58.0,9101.0,,9101.0,1.0,1.0
Frontier Foundry,False,20.0,0.04,0.6,5.0,,5.0,5.0,,5.0,4.4,,4.4,1.0,,1.0,5.0,,5.0,2325.0,,2325.0,0.0,1.0
Frozen District,True,16.33,0.12,-0.6,4.1,,4.1,3.4,,3.4,4.0,,4.0,8.0,,8.0,49.0,,49.0,6658.0,,6658.0,1.0,1.0
Funcom,False,6.837,0.023,0.067,1.0,1.732,0.0,4.033,0.874,3.8,3.967,0.907,4.1,2.667,4.619,0.0,15.0,20.881,5.0,5126.0,5505.831,4382.0,0.0,3.0
Future Friends Games & Exbleative,False,0.0,0.0,0.8,0.0,,0.0,5.0,,5.0,4.2,,4.2,0.0,,0.0,2.0,,2.0,5077.0,,5077.0,0.0,1.0
GIANTS Software GmbH,False,39.335,0.055,0.55,5.0,0.0,5.0,4.25,0.354,4.25,3.7,0.141,3.7,2.5,0.707,2.5,14.0,15.556,14.0,5278.5,3162.889,5278.5,0.0,2.0
GLITCH,False,0.0,0.0,1.3,0.0,,0.0,5.0,,5.0,3.7,,3.7,0.0,,0.0,1.0,,1.0,840.0,,840.0,0.0,1.0
Game Troopers,False,0.0,0.0,-3.5,0.0,,0.0,0.0,,0.0,3.5,,3.5,0.0,,0.0,0.0,,0.0,37.0,,37.0,0.0,1.0
Gamera Game,False,0.0,0.0,-3.4,0.0,,0.0,1.0,,1.0,4.4,,4.4,0.0,,0.0,1.0,,1.0,809.0,,809.0,0.0,1.0
Gamera Games,False,0.0,0.0,-3.3,0.0,,0.0,0.0,,0.0,3.3,,3.3,0.0,,0.0,0.0,,0.0,256.0,,256.0,0.0,1.0
Gearbox Publishing,False,0.0,0.0,0.0,0.0,,0.0,3.8,,3.8,3.8,,3.8,0.0,,0.0,4.0,,4.0,1482.0,,1482.0,0.0,1.0
Gearbox Publishing,True,27.27,0.04,0.3,4.3,,4.3,4.4,,4.4,4.1,,4.1,3.0,,3.0,11.0,,11.0,8425.0,,8425.0,1.0,1.0
Ghost Ship Publishing,True,19.57,0.88,-0.3,3.9,,3.9,3.8,,3.8,4.1,,4.1,18.0,,18.0,92.0,,92.0,2050.0,,2050.0,1.0,1.0
Glass Bottom Games,False,0.0,0.0,-2.8,0.0,,0.0,0.0,,0.0,2.8,,2.8,0.0,,0.0,0.0,,0.0,1507.0,,1507.0,0.0,1.0
Good Shepherd Entertainment,True,16.67,0.05,0.4,5.0,,5.0,4.7,,4.7,4.3,,4.3,1.0,,1.0,6.0,,6.0,2028.0,,2028.0,1.0,1.0
Graffiti Games,False,0.0,0.0,-3.05,0.0,0.0,0.0,0.75,1.5,0.0,3.8,0.638,4.0,0.0,0.0,0.0,0.25,0.5,0.0,1471.0,1114.405,1303.0,0.0,4.0
GraphicDNA,False,0.0,0.0,-3.3,0.0,,0.0,0.0,,0.0,3.3,,3.3,0.0,,0.0,0.0,,0.0,251.0,,251.0,0.0,1.0
Graybeard Games,False,0.0,0.0,-2.3,0.0,,0.0,0.0,,0.0,2.3,,2.3,0.0,,0.0,0.0,,0.0,880.0,,880.0,0.0,1.0
Grey Box,False,0.0,0.0,-4.5,0.0,,0.0,0.0,,0.0,4.5,,4.5,0.0,,0.0,0.0,,0.0,2253.0,,2253.0,0.0,1.0
Gun Interactive,False,20.0,0.04,0.0,4.6,,4.6,3.6,,3.6,3.6,,3.6,5.0,,5.0,25.0,,25.0,13023.0,,13023.0,0.0,1.0
HAMSTER Corporation,False,5.0,0.04,0.3,0.2,0.447,0.0,4.76,0.537,5.0,4.46,0.76,4.8,0.2,0.447,0.0,1.6,1.342,1.0,150.4,199.904,61.0,0.0,5.0
Headup,False,50.0,0.12,1.0,5.0,,5.0,4.5,,4.5,3.5,,3.5,1.0,,1.0,2.0,,2.0,811.0,,811.0,0.0,1.0
Headup Games,False,0.0,0.0,1.5,0.0,,0.0,5.0,,5.0,3.5,,3.5,0.0,,0.0,2.0,,2.0,683.0,,683.0,0.0,1.0
Headup GmbH,False,37.5,0.185,-0.5,2.35,3.323,2.35,2.9,1.273,2.9,3.4,0.424,3.4,1.5,2.121,1.5,2.5,2.121,2.5,593.0,321.026,593.0,0.0,2.0
Hi-Rez Studios,False,28.57,0.01,-1.1,1.5,,1.5,2.7,,2.7,3.8,,3.8,2.0,,2.0,7.0,,7.0,24714.0,,24714.0,0.0,1.0
Hinterland Studio Inc.,False,19.35,0.03,-0.2,3.3,,3.3,4.2,,4.2,4.4,,4.4,6.0,,6.0,31.0,,31.0,17916.0,,17916.0,0.0,1.0
Hooded Horse,False,0.0,0.0,-3.8,0.0,,0.0,0.0,,0.0,3.8,,3.8,0.0,,0.0,0.0,,0.0,365.0,,365.0,0.0,1.0
Hooded Horse,True,25.49,0.592,0.12,2.8,1.754,3.0,3.84,0.518,4.1,3.72,0.277,3.7,2.2,2.28,2.0,15.0,11.511,12.0,1104.4,1998.936,215.0,5.0,5.0
Humble Games,False,8.829,0.019,-2.227,0.7,1.664,0.0,1.557,2.189,0.0,3.783,0.525,3.6,0.5,1.526,0.0,2.833,7.777,0.0,1395.533,1323.514,1018.5,0.0,30.0
Humble Games,True,25.0,0.11,0.2,5.0,,5.0,4.7,,4.7,4.5,,4.5,3.0,,3.0,12.0,,12.0,2793.0,,2793.0,1.0,1.0
HypeTrain Digital,False,0.0,0.0,0.8,0.0,,0.0,5.0,,5.0,4.2,,4.2,0.0,,0.0,2.0,,2.0,274.0,,274.0,0.0,1.0
HypeTrain Digital,True,13.71,1.97,-0.1,3.5,,3.5,3.4,,3.4,3.5,,3.5,17.0,,17.0,124.0,,124.0,861.0,,861.0,1.0,1.0
HypeTrain Digital‬,False,0.0,0.0,1.5,0.0,,0.0,5.0,,5.0,3.5,,3.5,0.0,,0.0,1.0,,1.0,1793.0,,1793.0,0.0,1.0
INTI CREATES,False,0.0,0.0,1.0,0.0,,0.0,5.0,,5.0,4.0,,4.0,0.0,,0.0,1.0,,1.0,1310.0,,1310.0,0.0,1.0
IO Interactive A/S,False,33.335,0.16,-1.65,2.5,3.536,2.5,2.5,3.536,2.5,4.15,0.071,4.15,1.0,1.414,1.0,1.5,2.121,1.5,315.5,429.214,315.5,0.0,2.0
Image & Form Games,False,0.0,0.0,1.3,0.0,,0.0,5.0,,5.0,3.7,,3.7,0.0,,0.0,1.0,,1.0,1480.0,,1480.0,0.0,1.0
Image & Form International AB,False,25.0,0.08,0.4,5.0,,5.0,4.5,,4.5,4.1,,4.1,1.0,,1.0,4.0,,4.0,1316.0,,1316.0,0.0,1.0
Infinite Dreams,False,41.665,0.115,0.15,4.5,0.707,4.5,4.75,0.354,4.75,4.6,0.0,4.6,1.0,0.0,1.0,2.5,0.707,2.5,871.0,66.468,871.0,0.0,2.0
Infogrames,True,22.22,0.08,0.8,4.0,,4.0,3.9,,3.9,3.1,,3.1,4.0,,4.0,18.0,,18.0,4822.0,,4822.0,1.0,1.0
Innersloth,True,22.99,0.11,-0.3,3.3,,3.3,3.5,,3.5,3.8,,3.8,40.0,,40.0,174.0,,174.0,37542.0,,37542.0,1.0,1.0
Jackbox Games,False,0.0,0.0,1.7,0.0,,0.0,5.0,,5.0,3.3,,3.3,0.0,,0.0,1.0,,1.0,658.0,,658.0,0.0,1.0
"Jackbox Games, Inc",False,0.0,0.0,-3.0,0.0,,0.0,0.0,,0.0,3.0,,3.0,0.0,,0.0,0.0,,0.0,247.0,,247.0,0.0,1.0
"Jackbox Games, Inc.",False,0.0,0.0,1.7,0.0,,0.0,5.0,,5.0,3.3,,3.3,0.0,,0.0,1.0,,1.0,428.0,,428.0,0.0,1.0
Jumpship,False,0.0,0.0,-3.4,0.0,,0.0,0.0,,0.0,3.4,,3.4,0.0,,0.0,0.0,,0.0,3891.0,,3891.0,0.0,1.0
KEMCO,True,0.0,0.0,-0.3,0.0,,0.0,4.0,,4.0,4.3,,4.3,0.0,,0.0,1.0,,1.0,10420.0,,10420.0,1.0,1.0
KOEI TECMO AMERICA,False,26.923,0.033,0.067,0.833,0.764,1.0,3.4,1.442,3.0,3.333,0.611,3.2,1.667,2.082,1.0,5.333,6.658,2.0,8013.0,12305.317,1236.0,0.0,3.0
KOEI TECMO AMERICA Corporation,False,0.0,0.0,-3.8,0.0,,0.0,0.0,,0.0,3.8,,3.8,0.0,,0.0,0.0,,0.0,3368.0,,3368.0,0.0,1.0
"KRAFTON, Inc.",False,11.155,0.045,-2.0,1.6,2.263,1.6,1.5,2.121,1.5,3.5,0.566,3.5,29.0,41.012,29.0,130.0,183.848,130.0,31749.5,42107.502,31749.5,0.0,2.0
"KRAFTON, Inc.",True,25.0,0.04,-0.2,4.9,,4.9,4.4,,4.4,4.6,,4.6,9.0,,9.0,36.0,,36.0,23008.0,,23008.0,1.0,1.0
Kairosoft,False,100.0,3.85,0.2,5.0,,5.0,5.0,,5.0,4.8,,4.8,1.0,,1.0,1.0,,1.0,26.0,,26.0,0.0,1.0
Kalypso Media,False,22.727,0.05,-1.518,1.364,2.335,0.0,2.209,2.546,0.0,3.727,0.582,3.8,0.273,0.467,0.0,0.727,1.009,0.0,1359.636,2090.95,504.0,0.0,11.0
Kalypso Media,True,0.0,0.0,-5.0,0.0,,0.0,0.0,,0.0,5.0,,5.0,0.0,,0.0,0.0,,0.0,1.0,,1.0,1.0,1.0
Kalypso Media ,False,0.0,0.0,-2.0,0.0,,0.0,0.0,,0.0,2.0,,2.0,0.0,,0.0,0.0,,0.0,1842.0,,1842.0,0.0,1.0
Kalypso Media Group,False,20.0,0.09,-1.85,1.75,2.475,1.75,2.1,2.97,2.1,3.95,0.636,3.95,1.0,1.414,1.0,2.5,3.536,2.5,1758.0,893.783,1758.0,0.0,2.0
Kalypso Media Group GmbH,False,0.0,0.0,-3.0,0.0,,0.0,0.0,,0.0,3.0,,3.0,0.0,,0.0,0.0,,0.0,968.0,,968.0,0.0,1.0
Keen Software House,False,4.84,0.04,-1.85,2.15,3.041,2.15,2.1,2.97,2.1,3.95,0.636,3.95,1.5,2.121,1.5,15.5,21.92,15.5,1981.0,2733.675,1981.0,0.0,2.0
Kepler Interactive,True,19.235,1.065,-0.2,3.4,0.141,3.4,3.05,0.919,3.05,3.25,0.636,3.25,16.5,17.678,16.5,88.5,96.874,88.5,4348.0,4176.173,4348.0,2.0,2.0
Kitfox Games,False,0.0,0.0,-0.95,0.0,0.0,0.0,2.5,3.536,2.5,3.45,0.636,3.45,0.0,0.0,0.0,0.5,0.707,0.5,1928.5,1240.972,1928.5,0.0,2.0
Klabater S.A.,False,0.0,0.0,-3.0,0.0,,0.0,0.0,,0.0,3.0,,3.0,0.0,,0.0,0.0,,0.0,57.0,,57.0,0.0,1.0
Klei Entertainment,False,80.0,0.09,-0.5,3.5,,3.5,3.8,,3.8,4.3,,4.3,4.0,,4.0,5.0,,5.0,4368.0,,4368.0,0.0,1.0
Koch Media,False,19.35,0.17,0.2,5.0,0.0,5.0,4.8,0.0,4.8,4.6,0.0,4.6,6.0,0.0,6.0,31.0,0.0,31.0,3625.0,0.0,3625.0,0.0,4.0
Konami,False,32.54,0.21,0.367,5.0,0.0,5.0,4.867,0.153,4.9,4.5,0.265,4.4,4.333,4.933,2.0,11.0,7.81,7.0,1665.333,1176.327,1280.0,0.0,3.0
Konami Digital Entertainment,False,16.917,0.106,0.542,1.537,2.331,0.0,4.132,1.094,4.0,3.589,0.555,3.6,1.316,3.698,0.0,4.474,9.228,2.0,7253.0,6038.507,5056.0,0.0,19.0
"Konami Digital Entertainment, Inc.",False,71.43,1.22,0.3,4.6,,4.6,4.4,,4.4,4.1,,4.1,5.0,,5.0,7.0,,7.0,411.0,,411.0,0.0,1.0
Landfall,True,19.67,0.08,0.1,4.4,,4.4,4.5,,4.5,4.4,,4.4,24.0,,24.0,122.0,,122.0,28957.0,,28957.0,1.0,1.0
League of Geeks,False,0.0,0.0,1.4,0.0,,0.0,5.0,,5.0,3.6,,3.6,0.0,,0.0,1.0,,1.0,763.0,,763.0,0.0,1.0
Lienzo,False,0.0,0.0,0.6,0.0,,0.0,4.0,,4.0,3.4,,3.4,0.0,,0.0,2.0,,2.0,548.0,,548.0,0.0,1.0
Lince Works,False,66.67,0.06,0.067,3.333,0.577,3.0,3.9,0.346,3.7,3.833,0.404,3.6,2.0,0.0,2.0,3.0,0.0,3.0,4426.0,2414.479,5820.0,0.0,3.0
LucasArts,False,45.737,0.423,-0.44,3.57,1.968,4.75,4.06,1.549,4.8,4.5,0.362,4.7,5.4,4.719,6.0,10.8,9.578,12.0,1707.5,1744.182,1744.5,0.0,10.0
LucasFilm,False,0.0,0.0,-3.1,0.0,,0.0,1.3,,1.3,4.4,,4.4,0.0,,0.0,3.0,,3.0,569.0,,569.0,0.0,1.0
Lucasarts,False,36.36,0.26,-0.2,4.5,,4.5,4.5,,4.5,4.7,,4.7,12.0,,12.0,33.0,,33.0,4602.0,,4602.0,0.0,1.0
M2H,False,0.0,0.0,2.3,0.0,,0.0,5.0,,5.0,2.7,,2.7,0.0,,0.0,1.0,,1.0,982.0,,982.0,0.0,1.0
MLB,False,0.0,0.0,-1.7,0.0,0.0,0.0,1.5,2.121,1.5,3.2,0.283,3.2,0.0,0.0,0.0,0.5,0.707,0.5,1590.0,2076.066,1590.0,0.0,2.0
MWM Interactive,False,0.0,0.0,-3.7,0.0,,0.0,0.0,,0.0,3.7,,3.7,0.0,,0.0,0.0,,0.0,719.0,,719.0,0.0,1.0
"Mad Dog Games, LLC",False,0.0,0.0,-3.4,0.0,,0.0,0.0,,0.0,3.4,,3.4,0.0,,0.0,0.0,,0.0,986.0,,986.0,0.0,1.0
Mad Fellows,False,0.0,0.0,1.2,0.0,,0.0,5.0,,5.0,3.8,,3.8,0.0,,0.0,2.0,,2.0,986.0,,986.0,0.0,1.0
Magic Cube,False,0.0,0.0,-3.2,0.0,,0.0,0.0,,0.0,3.2,,3.2,0.0,,0.0,0.0,,0.0,1044.0,,1044.0,0.0,1.0
Magic Design Studios,False,0.0,0.0,1.0,0.0,,0.0,5.0,,5.0,4.0,,4.0,0.0,,0.0,1.0,,1.0,565.0,,565.0,0.0,1.0
Mainframe Industries,True,18.18,1.67,0.4,3.6,,3.6,2.4,,2.4,2.0,,2.0,8.0,,8.0,44.0,,44.0,479.0,,479.0,1.0,1.0
Marvelous Inc.,False,41.667,0.187,-0.533,3.333,2.887,5.0,3.333,2.887,5.0,3.867,0.058,3.9,0.667,0.577,1.0,1.667,2.082,1.0,443.333,222.893,402.0,0.0,3.0
Matt Makes Games Inc.,True,31.11,0.19,-0.1,4.1,0.0,4.1,4.3,0.0,4.3,4.4,0.0,4.4,14.0,0.0,14.0,45.0,0.0,45.0,7285.0,0.0,7285.0,4.0,4.0
Maximum Entertainment,False,0.0,0.0,-1.2,0.0,0.0,0.0,2.0,2.449,1.5,3.2,1.08,3.1,0.0,0.0,0.0,0.5,0.577,0.5,864.5,402.444,820.0,0.0,4.0
Megagon Industries,False,100.0,0.03,1.4,5.0,,5.0,5.0,,5.0,3.6,,3.6,1.0,,1.0,1.0,,1.0,3413.0,,3413.0,0.0,1.0
Merge Games,False,31.58,0.07,-0.2,4.0,,4.0,4.4,,4.4,4.6,,4.6,6.0,,6.0,19.0,,19.0,8775.0,,8775.0,0.0,1.0
Metalhead Software Inc.,False,100.0,0.03,1.7,5.0,0.0,5.0,5.0,0.0,5.0,3.3,0.0,3.3,1.0,0.0,1.0,1.0,0.0,1.0,3022.0,0.0,3022.0,0.0,4.0
Microsoft,False,29.073,0.122,-0.4,4.467,0.829,5.0,4.283,0.538,4.6,4.683,0.349,4.9,3.0,1.673,2.0,10.167,0.983,10.0,8468.333,14911.588,1271.0,0.0,6.0
Microsoft,True,19.13,0.141,0.343,3.471,2.377,4.9,4.7,0.342,4.8,4.357,0.207,4.4,5.429,7.345,1.0,19.286,23.641,6.0,3146.571,3978.411,846.0,7.0,7.0
Microsoft Corporation,False,0.0,0.0,-2.05,0.0,0.0,0.0,2.5,3.536,2.5,4.55,0.212,4.55,0.0,0.0,0.0,0.5,0.707,0.5,148.0,148.492,148.0,0.0,2.0
Microsoft Game Studios,False,0.0,0.0,-0.1,0.0,,0.0,4.3,,4.3,4.4,,4.4,0.0,,0.0,12.0,,12.0,1711.0,,1711.0,0.0,1.0
Microsoft Game Studios,True,20.684,0.123,0.233,2.533,2.414,4.0,4.478,0.543,4.2,4.244,0.194,4.2,7.333,8.246,2.0,21.778,23.947,4.0,3581.444,3274.557,1033.0,9.0,9.0
Microsoft Studios,False,19.639,0.095,-0.46,2.319,2.33,3.0,3.64,2.016,4.7,4.1,0.412,4.2,2.247,4.789,1.0,8.041,19.537,3.0,31693.438,237459.49,971.0,0.0,73.0
Microsoft Studios,True,27.465,0.077,-0.19,3.817,1.769,4.6,4.06,1.282,4.6,4.25,0.355,4.3,9.7,13.301,3.0,37.8,58.445,12.0,25917.0,35492.049,10477.0,30.0,30.0
Midnight City,True,25.0,0.02,1.1,5.0,0.0,5.0,4.8,0.0,4.8,3.7,0.0,3.7,1.0,0.0,1.0,4.0,0.0,4.0,4192.0,0.0,4192.0,4.0,4.0
Milestone S.r.l.,False,14.813,0.12,0.033,1.333,2.309,0.0,3.2,1.48,3.9,3.167,0.306,3.1,1.333,2.309,0.0,5.333,3.512,5.0,730.667,420.649,810.0,0.0,3.0
Milkstone Studios,False,0.0,0.0,-3.2,0.0,,0.0,0.0,,0.0,3.2,,3.2,0.0,,0.0,0.0,,0.0,349.0,,349.0,0.0,1.0
Mischief,False,75.0,0.25,-0.4,3.3,,3.3,2.8,,2.8,3.2,,3.2,3.0,,3.0,4.0,,4.0,1195.0,,1195.0,0.0,1.0
Modus Games,False,0.0,0.0,-4.3,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,78.5,26.163,78.5,0.0,2.0
Monomi Park,False,30.36,0.09,0.2,4.8,0.0,4.8,4.8,0.0,4.8,4.6,0.0,4.6,17.0,0.0,17.0,56.0,0.0,56.0,19781.0,0.0,19781.0,0.0,4.0
Monster Couch,False,0.0,0.0,-3.4,0.0,,0.0,0.0,,0.0,3.4,,3.4,0.0,,0.0,0.0,,0.0,45.0,,45.0,0.0,1.0
Mossmouth,False,0.0,0.0,0.3,0.0,,0.0,4.0,,4.0,3.7,,3.7,0.0,,0.0,1.0,,1.0,1763.0,,1763.0,0.0,1.0
Motion Twin,True,12.5,0.06,-0.1,3.7,,3.7,4.5,,4.5,4.6,,4.6,3.0,,3.0,24.0,,24.0,4845.0,,4845.0,1.0,1.0
Mythwright,True,0.0,0.0,1.2,0.0,,0.0,4.7,,4.7,3.5,,3.5,0.0,,0.0,3.0,,3.0,861.0,,861.0,1.0,1.0
NAISU,True,23.86,1.64,0.5,3.5,,3.5,3.5,,3.5,3.0,,3.0,73.0,,73.0,306.0,,306.0,4446.0,,4446.0,1.0,1.0
NAMCO BANDAI Games America,False,0.0,0.0,0.5,0.0,,0.0,5.0,,5.0,4.5,,4.5,0.0,,0.0,1.0,,1.0,671.0,,671.0,0.0,1.0
NAMCO BANDAI Games America Inc.,False,60.0,0.46,-0.7,2.0,,2.0,3.2,,3.2,3.9,,3.9,3.0,,3.0,5.0,,5.0,647.0,,647.0,0.0,1.0
NEOWIZ,False,0.0,0.0,-1.4,0.0,0.0,0.0,2.1,2.97,2.1,3.5,0.0,3.5,0.0,0.0,0.0,2.0,2.828,2.0,1433.5,1365.423,1433.5,0.0,2.0
"NIS America, Inc.",False,0.0,0.0,-3.8,0.0,,0.0,0.0,,0.0,3.8,,3.8,0.0,,0.0,0.0,,0.0,173.0,,173.0,0.0,1.0
Nacon,False,3.42,1.533,-2.1,1.167,2.021,0.0,0.933,1.617,0.0,3.033,0.289,3.2,1.333,2.309,0.0,13.0,22.517,0.0,983.0,840.117,1109.0,0.0,3.0
NeocoreGames,False,16.667,0.265,1.333,0.833,2.041,0.0,5.0,0.0,5.0,3.667,0.273,3.6,0.167,0.408,0.0,1.833,0.408,2.0,1026.167,500.334,1302.0,0.0,6.0
Neon Doctrine,False,25.0,0.075,-1.45,2.5,3.536,2.5,2.5,3.536,2.5,3.95,0.212,3.95,0.5,0.707,0.5,1.0,1.414,1.0,1130.5,638.517,1130.5,0.0,2.0
Neowiz,False,0.0,0.0,-1.45,0.0,0.0,0.0,2.1,2.97,2.1,3.55,0.354,3.55,0.0,0.0,0.0,2.0,2.828,2.0,1034.0,1067.731,1034.0,0.0,2.0
NextNinja,False,0.0,0.0,-3.1,0.0,,0.0,0.0,,0.0,3.1,,3.1,0.0,,0.0,0.0,,0.0,264.0,,264.0,0.0,1.0
Night School Studio,False,0.0,0.0,0.8,0.0,0.0,0.0,5.0,0.0,5.0,4.2,0.0,4.2,0.0,0.0,0.0,2.0,0.0,2.0,5406.0,0.0,5406.0,0.0,4.0
Ninja Theory Ltd,True,32.76,0.08,-0.2,4.5,,4.5,4.3,,4.3,4.5,,4.5,19.0,,19.0,58.0,,58.0,23978.0,,23978.0,1.0,1.0
No Goblin,False,0.0,0.0,2.6,0.0,,0.0,5.0,,5.0,2.4,,2.4,0.0,,0.0,1.0,,1.0,2091.0,,2091.0,0.0,1.0
No More Robots,False,8.332,0.01,-1.225,1.25,2.5,0.0,2.325,1.7,2.65,3.55,0.451,3.55,0.25,0.5,0.0,1.5,1.291,1.5,1413.75,650.426,1302.0,0.0,4.0
No More Robots,True,25.735,1.02,0.55,4.45,0.212,4.45,4.45,0.071,4.45,3.9,0.141,3.9,20.5,9.192,20.5,79.0,32.527,79.0,6537.5,8159.305,6537.5,2.0,2.0
Noodlecake,True,11.56,2.73,0.2,4.4,,4.4,4.4,,4.4,4.2,,4.2,40.0,,40.0,346.0,,346.0,1464.0,,1464.0,1.0,1.0
